comment,likes,author,processed_comment
seru banget ngomong nya heboh ..,0,@momyzan_kitchen,seru banget ngomong nya heboh
"Bangkehhhhhhhh, abis liat ini gue langsung search focallure dan order meskipun mesti PO 10 hariiiii. Aku padamu Cahhhh💕💕💕",1,@tiwirizky1969,bangkeh abis lihat langsung search focallure order mesti po pada cah
"kak jadi pengen gara gara kaka, lucu deh ekspressinya",0,@kkumdeurim7,kak gara gara kaka lucu deh ekspressinya
"Keracunan kak tasya,  langsung pesen yg dikirim langsung dari luar negeri,  lebih murah soalnya ada kit 9in 1 cuman 270n deh kalo ga salah itu udah lengkap satu muka.  Ga sabar nunggu paketnya walopun lama gapapa dehh yg penting focallure aku punya.  Ini link store nya buat temen2 yg mau cari  juga https://www.instagram.com/p/BTiWDfhD-kn/",36,@fitrianinuribrahim2410,racun kak tasya langsung sen kirim langsung negeri murah kit in cuman n deh salah lengkap muka sabar nunggu paket walopun gapapa dehh focallure link store nya temen cari
"Ka Tasya mukanya terawat bgt, kalo buat yg wajah biasa gitu coveragenya gimana yahh 😂😂 ratchunn bgt dahhh",1,@ratnadewi6000,kak tasya muka awat banget wajah coveragenya gimana yahh ratchunn banget dah
"gea ananda produk oriflame kualitasnya just so so sih, harganya sedikit pricey. Aku udah pernah coba beberapa. Mending produk lokal kayak pixy, wardah, makeover.",6,@hiraokichan5536,gea ananda produk oriflame kualitas just so so sih harga pricey coba mending produk lokal kayak pixy wardah makeover
gea ananda iyaa bener kak,0,@SalondesaBali,gea ananda iyaa bener kak
"gea ananda oriflame sm Kaya bodyshop, biasa aja tapi over price",0,@newuser1014,gea ananda oriflame kaya bodyshop over price
Fitriani Nur Ibrahim nanya donggg emang kalo yg dikirim langsung dari luar itu jauh lebih murah ya? Dibanding olshop yg ready stock?,1,@meidyandini6492,fitriani nur ibrahim nanya kirim langsung murah ya banding online shop ready stock
Dewi Srihartati kalau q bli di shopee di sini https://shopee.co.id/misswaiting.id/785464139,1,@mykitchen5258,dewi srihartati q bli shopee
barangnya gimana mbak??,0,@lyannaal6896,barang gimana mbak
Fitriani Nur Ibrahim cek shopee,0,@mellisaagustina2733,fitriani nur ibrahim cek shopee
"aku baru kmrin mesen,  dan dikirim langsung dr luar negri. dr china langsung ya karna memang lbh murah tp biar gk rugi harus bli bnyk jd gk rugi amat gt..  seengganya beli 5 biji lah...",0,@cindykims8798,kmrin mesen kirim langsung negri china langsung ya lbh murah biar rugi bli rugi gt seengganya beli biji
Cindy Kims pesen dimana alixpress bukan? Nama storenya apa,0,@mellisaagustina2733,cindy kims sen mana alixpress nama storenya
"Mellisa Agustina aku pesen di shopee. cari aja focallure...  memang mahal ongkirnya krna dikirim luar negri. jd biar gk rugi bli bnyk kayak blush on,  highlighter,  concealer ya pokoknya bli 5 seenggaknya biar kgk rugi hehe",0,@cindykims8798,mellisa agustina sen shopee cari focallure mahal ongkirnya krna kirim negri biar rugi bli kayak blush on highlighter concealer ya pokok bli enggak biar kgk rugi hehe
Cindy Kims ongkirny brp?,0,@fadwarhogib,cindy kims ongkirny brp
Cindy Kims ongkirny brp?,0,@fadwarhogib,cindy kims ongkirny brp
Cindy Kims iya q jg bli di shopee sepaket hargax 132.500 udh dpt 7 item,0,@mykitchen5258,cindy kims iya q bli shopee paket hargax dpt item
barangnya udah nyampe belum kak?,0,@MutiahAlidrus,barang nyampe kak
Beli dimn say langsung,0,@tantysudirman9755,beli dimn say langsung
"Beli nya dimana? Kalo di ig/shopee apa nama olshopnya? ☺️
Yang tau please bagi info",0,@dewisrihartati4212,beli nya mana ig shopee nama olshopnya please info
ka tasya slalu sukses ngeracun yaaa. LUV,0,@mithayoghigeovanny,kak tasya slalu sukses ngeracun ya luv
"""aku gamau bilang ini semua recommended, tapi emang ini semua recommended"" wkwkwkwkwk gila seru abis nontoninnya drtd kak 😘",0,@mashedpoctato6291,gamau bilang rekomendasi rekomendasi wkwkwkwkwk gila seru abis nontoninnya drtd kak
Kak setelah bbrp lama maskaranya waterproof ngga ya?? Kl waterproof aku mau beli..,1,@slayyay9479,kak maskara waterproof ya kl waterproof beli
mirip kristen steward fix,0,@shofisalsabila6559,kristen steward
mirip kristen steward fix,0,@shofisalsabila6559,kristen steward
kak beli dimana??,0,@kkumdeurim7,kak beli mana
menor aja cantik kak subhanallah😂😂,0,@rifahasnabila1656,menor cantik kak subhanallah
aku juga beli lips matte nya warna chesnut uuuh wangi sekali bau colkattt recomend,1,@Diraaaaw21,beli lips matte nya warna chesnut uh wangi bau colkat recomend
bagus bgttt eyeshadownya! 😍😭,0,@claudiacalista8541,bagus banget eyeshadownya
sumpah aku ulang ulang terus vid ini 😂😂,0,@candrakirana2171,sumpah ulang ulang vid
focallure eyebrow gel beneran enak nggak sih? bantu jawab dong,0,@rizkaandhitia6581,focallure eyebrow gel beneran enak sih bantu
"Haloo buat yg mau beli focallure via AliExpress tapi susah bayarnya, bisa chat aku yaa via dm IG: evanuzlaf 🙏🏻🙏🏻",1,@evanuzlafarhana1280,haloo beli focallure via aliexpress susah bayar chat ya via dm ig evanuzlaf
"barusan dapet inbox dari OL shop Taiwan produk focalure ini, terus cring cring kaya pernah denger gtu pas buka Youtube oh ternyata, ah langsung mupeng ga pake pikir panjang",0,@schatzichubby1526,barusan inbox ol shop taiwan produk focalure cring cring kaya denger gtu pas buka youtube oh ah langsung mupeng pakai pikir
sumpah langsung panic buying dari tiongkok ikhlas ongkir mahal krn tetep aja lebih murah 😚😘🍺 terimakasih kakaaaak tasya canteeeekkk,0,@theodoraranaatmadja5453,sumpah langsung panic buying tiongkok ikhlas ongkir mahal tetep murah terimakasih kakak tasya cantek
Hidungnya ganahan,0,@kpopfangirl8951,hidung ganahan
"omg racun bgt, btw thank you ka...",0,@amllyguns,ya ampun racun banget ngomong-ngomong thank you kak
aduhhh kereeeeeennn hbizzzzz aku g sangkaaa beli di mana tolong info nya sis...pleasee...😰😰,0,@diananingsih9534,aduh keren hbiz g sangka beli tolong info nya sis pleasee
"i've tried the eye shadow, somehow keren bgt emang pigmentasinya, gampang di blend, dan murah 😆",0,@pratiwirw1473,i ve tried the eye shadow somehow keren banget pigmentasi gampang blend murah
Kak mau nanya dong. Itu hasil eyeliner pen/spidolnya matte atau glossy?,0,@anugrahtifanny8986,kak nanya hasil eyeliner pen spidol matte glossy
"""Kalian harus beli focallure eyeshadownya terutama, sekarang!"" Plis bgt gue lgsg pause close trus beli:( #konsumtif #racun",0,@eunikemalau,beli focallure eyeshadownya plis banget lgsg pause close beli
Rara Is Awesome #bantujawab kata ka fatya ga waterproof,0,@aatatikah8302,rara is awesome kak fatya waterproof
Bisa beli via AliExpress sis bisa chat aku via dm IG: evanuzlaf yaa kalo perlu di bantu 🙏🏻,1,@evanuzlafarhana1280,beli via aliexpress sis chat via dm ig evanuzlaf ya bantu
eyebrow creamnya dia waterproof gak ka tasya ??,0,@indryluxviyanto2326,eyebrow creamnya waterproof kak tasya
aduh idung nya pengen juga xD,1,@ShergiaMelva,aduh idung nya xd
ih murceeee..  pengen 😍,0,@Hai.Hannah,ih murce
"aku gak boong, aku beli foundation, liquid concealer dan eyeliner nya parah. Karena ini bener-bener mencuci otak haha😂😂",2,@dianabherty9091,boong beli foundation liquid concealer eyeliner nya parah bener bener cuci otak tertawa
bikin video makeup collection donggg,0,@chintyarizkyamaliad.9642,bikin video makeup collection
racun 😭😭,0,@prisanandya5696,racun
Heboh ya kak 💞💞💞👌👌👌,0,@sefinaputriliana9467,heboh ya kak
"bacot kak, gw kena racun hahaa",0,@mevitamashindi2983,bacot kak kena racun hahaa
suka suka sukaaaaaa!! Focallure ❤,0,@angelyyyo,suka suka suka focallure
GIVEAWAY FOCALLUUUUUUREEEEEE 👻,0,@qonithaqonitha,giveaway focallure
"Share info dikit ya kakk. Kalau mau belu focallure, di Aliexpress lebih murahh. Tapi datengnya emang agak lama. Metallic lipstick-nya cuma $1 lebih gitudehh",0,@notsure5145,share info dikit ya kakk belu focallure aliexpress murahh datengnya metallic lipstick nya gitudehh
kak eyelinernya waterproof gak?,0,@naninuneno2215,kak eyelinernya waterproof
huaaa tau murah2 gitu dr dulu beli merk ini semua. terlanjur beli merk lain yang harganya you know lah.,0,@ernibahyuningsih8660,hua murah beli merk lanjur beli merk harga you know
kak buat video tes ketahanannya dong seharian gmana dengan touchup or tanpa touchup😘,0,@intanpuspitasari7992,kak video tes tahan hari gmana touchup or touchup
"""pliss bgt jgn bikin aku sesak nafas lg focallure..."" hahaha...aku jg sesak nafas liatnya 😁",5,@masithahkariim,tolong banget jgn bikin sesak nafas lg focallure tertawa sesak nafas liat
asal mana kak?,0,@febydelvalent,kak
buseeeettt putih bngt kaya hantu,0,@mellati1252,buset putih banget kaya hantu
foundationnya hasilnya matte gak sih? aku kulitnya berminyak nih cocok gak yaa pake itu? saran dong kak,0,@masrifatunmahmudah24,foundationnya hasil matte sih kulit minyak cocok ya pakai saran kak
product focallure ini beli dimana ka ?,0,@archianapujakesuma1087,product focallure beli mana kak
"di shopee jg murah2 bangeet kalo pada mau yg free ongkir <333
https://shopee.co.id/FOCALLURE-9-PCS-Makeup-Set-Powder-Bag-Eyeliner-Mascara-i.10406568.197237586",8,@nurayuniar6908,shopee murah bangeet free ongkir
jngn lupa kak buat video giveaway sepaket focallure hadiahnya hihiii😜😜,0,@intanpuspitasari7992,jngn lupa kak video giveaway paket focallure hadiah hihi
Nura Yuniar iyaa bener murah biasanya aq beli yg d toko shoppe beda orang itu udh murah tp pas liat recommend qm tokox jauh lebihh murah dr sebelumnya,0,@nikmatussolikha3780,nura yuniar iyaa bener murah beli d toko shoppe beda orang murah pas lihat recommend qm tokox lebihh murah
"""Dia ngga kayak batu kerasnya"" wkwkwkwkwk ngakak",0,@fimelsharfina,kayak batu keras wkwkwkwkwk tertawa
gabosen deh nonton ini terus:(,0,@nagisaanju7202,gabosen deh nonton
Beneran ga sihhhh...abis Tasya kan pake apa aja udah luar biasa cantiknya....d jakarta beli d mana...,0,@susinuraja7557,beneran sih abis tasya pakai cantik d jakarta beli d
Tasya mw tny bli focallure nya online atau ada tokonya??,2,@yunijaeni7058,tasya mw tny bli focallure nya online toko
kak makeup tutorial yg soft gtu dong:( jgn yg terlalu tebel/menor:(,5,@nabilalnm,kak makeup tutorial soft gtu jgn tebel menor
lebay nya pang jadi org ..,0,@rizykasyifa9231,lebay nya pang orang
"kak, found n liquid conceal nya kalo diolshop beli nya olshop mana? 
soalnya di olshop2 smua aku liat diatas 140rb an keatas>_<, pada korop nihh heeeeheh
atau kalo kk tau counter di kota medan dmna yaa?
plissss jawab ya kakak cwantiikkks😍😍😍😍",0,@vivywijaya9929,kak found n liquid conceal nya diolshop beli nya online shop online shop smua lihat atas rb an atas korop nihh heheh kak counter kota medan dmna ya plis ya kakak cwantiiks
sumpah setiap kali liat video tasya serasa racun banget ama semua producknya pengen beli hahaaha,0,@andian1665,sumpah kali lihat video tasya serasa racun banget ama producknya beli hahaaha
"waaah racunnn jd pengen borong semuanya 😁😁😁 btw liat di ig ada yg jual kosmetik @makesyouenvy an tasyafarasyafocallurecosmetic, itu os tasya bukan?",0,@alexandriabakery2379,racun borong ngomong-ngomong lihat ig jual kosmetik an tasyafarasyafocallurecosmetic os tasya
focallure emang murah + bagus aku nyobanya pertama beli di ARS_fashion krn kita 1 kota..,0,@akeonchan8421,focallure murah bagus nyobanya beli ars fashion kota
tengkyu udah bikin ini dari dulu pengen beli tapi gatau Bagus apa enggak,0,@chintyasyaputri,tengkyu bikin beli gatau bagus
knp kkak begitu bergelora? 😂😂 jdi pengen belii 😂😂,0,@cynthiadewi6667,knp kkak gelora jdi beli
sumpah sepanjang liat video ini ngakak liat ekspresi kak tasya yg super duper excited sampek kepengen beli hahahhahha,0,@nandinafirantiii,sumpah lihat video tertawa lihat ekspresi kak tasya super duper excited sampek ken beli hahahhahha
wkwkwk kak tasya lucu bgt tutorial one brand focallure nya 😂 saking seneng nya speechless bgt yak 😂,0,@adveniasabiana3803,tertawa kak tasya lucu banget tutorial one brand focallure nya saking neng nya speechless banget yak
kakk buat video full review tentang mascara focallure dong❤,0,@audriellanadine68,kakk video full review mascara focallure
Hasil akhirnya kyk cewek india sya,0,@pujiestuti9439,hasil kyk cewek india sya
"sumpah ini si tasya bikin org pengen beli aja, pinter banget promosiin nya... duh kaya iklasn lejel home shopping.. hebohhhh tp bikin pengen beli...",0,@firmansyahdeni2918,sumpah si tasya bikin orang beli pinter banget promosiin nya duh kaya iklasn lejel home shopping heboh bikin beli
gilaaakkk aku mau beli semuaa 😭😭 tanggung jawab ih tasyaaa,0,@afianitarachma1506,gilak beli semuaa tanggung ih tasya
bulmat nya apaaa,0,@hilda_493,bulmat nya
Cantik banget hasil ahirnya sumpah,0,@isabellariawan3247,cantik banget hasil ahirnya sumpah
"gajadiii kakk, udahh aku baca komen sblumnya heheee.
maaf kurang teliti, abiss excitedd bgt😛 suksees trus ya kak cantikk",0,@vivywijaya9929,gajadi kakk udahh baca komen sblumnya hehe maaf teliti abiss excitedd banget suksees ya kak cantikk
"aaaah parah banget sih kak, suka bgt sm kak tasya. mau dong sekali-kali dimake up in sm kak tasyaaaaa 😞",0,@fenyrachhh,ah parah banget sih kak suka banget kak tasya kali dimake up in kak tasya
focallure brand china,0,@babyxaverienne1067,focallure brand china
"dokter gigi kesukaan aku, hehehe,,, suka banget sama warna lipstiknyaaa... cantiiiiikkk...",0,@youtube.dinimakeup17,dokter gigi suka tertawa suka banget warna lipstik cantik
OMG I luv this makeup. It looks so bold and u look stunning girl.,10,@safirahabas9666,ya ampun i luv this makeup it looks so bold and u look stunning girl
waahhh racun racun racuuunnnn !!!! aku beli semuaaaaaanyaaaaaaa gara2 kamuuuuuu hahaha,0,@rizkynovitalestari9724,waah racun racun racun beli gara tertawa
Anjirrr gue kira ini beauty vlogger luar:|,0,@gabriellaluciano4309,anjir beauty vlogger
"""Gimana nih"" 😂😂",0,@febrinarahmadiani,gimana
"""aku mau jadi ownernya focallure"" wkwkkwkwkwkwkkwkwkkwkwkwkwkwkwkwkwk",3,@jessicaputri3993,ownernya focallure wkwkkwkwkwkwkkwkwkkwkwkwkwkwkwkwkwk
FIX MAU BELI MAKSIMAL kaaaaaaaa,0,@destiaparulambung,beli maksimal kak
nonton ke 3xnya 😆,6,@ranggadioo,nonton xnya
saya suka bangett semua tutorialnya.. Tasya juga kocak banget.. semua make upnya bagus dan cantik2 kayak Tasya Beautifull.. produknya  beli di mana ya dan caranya gimana.. tq ya.. GBU,0,@normadeisirewah5372,suka bangett tutorial tasya kocak banget make upnya bagus cantik kayak tasya beautifull produk beli ya gimana tq ya gbu
otw beli,0,@littlethings5202,jalan beli
KA TASYA RACUUUUUN,0,@JudithCholya17,kak tasya racun
Luv! ❤,0,@desakariwedayanti3206,luv
"Hey girl, really love watching your videos xx but I have been wanting to say that your foundation is way too light for your skin colour, not sure if its the lighting. But I hope whatever it is you can fix it soon, overall love your personality and content ^^",0,@ervinayap3420,hey girl really love watching your videos xx but i have been wanting to say that your foundation is way too light for your skin colour not sure if its the lighting but i hope whatever it is you can it soon overall love your personality and content
"kaa tasya,focallure foundationnya bagus ga buat oily skin trs tahan seharian ga ya?",0,@lyorentinarohtua2915,kak tasya focallure foundationnya bagus oily skin tahan hari ya
thanks banget Tasyaaaa!!! :*,0,@diamondathome,terima kasih banget tasya
kak itu smuanya aman ga sih? murah bgt hahaha,0,@kawai_tristie,kak smuanya aman sih murah banget tertawa
kagetnya itu bikin ngakak yaampun hahaha,0,@tifanaptr,kaget bikin tertawa yaampun tertawa
mupeng bgt pngen beli tp kira2 ccok gak ya buat muka berminyak? please jawab dong ka tasya,1,@deswitadewi4811,mupeng banget pngen beli ccok ya muka minyak please kak tasya
Gabriella Luciano gue jg...😂😂,0,@niesafiqalwan182,gabriella luciano
Jangan lupa mampir ke channel kami juga ya kak.. semoga bermanfaat😇 https://youtu.be/x1XtS0APl9g,0,@kikisilfia3847,lupa mampir channel ya kak moga manfaat
UP UP. Iyaa itu utk jenis muka apa tasya & ketahanannya gmn,1,@liastakarina,up up iyaa jenis muka tasya tahan gmn
"https://shopfocallure.com/pages/focallure-company-profile 

FYI, guys. they from US and they claim all their products cruelty free! ❤❤",37,@ghurnitaningratrajaintan4904,fyi guys they from us and they claim all their products cruelty free
omg you're so beautiful even before the makeup 😄,0,@tomorinao1823,ya ampun you re so beautiful even before the makeup
kirain ngomong bahasa inggris😱 ternyataa kaget😓,0,@pritaiashachannel7008,kirain ngomong bahasa inggris ternyataa kaget
"too bright, Tas",0,@themanurunghelen,too bright tas
MY FIANCE DOES MY MAKEUP KAAA😆😆😆❤,22,@febbythaliana90,my fiance does my makeup kak
collab sama suhay salim dongg,0,@tiaraaurellia4122,collab suhay salim dongg
smart banget make up ny,0,@junisetiawan4366,smart banget make up ny
Please bikinin giveaway pocallure nya 1 paket kaaaaa #pengenbanget 😢😢😢,13,@ruthgilissen,please bikinin giveaway pocallure nya paket kak
