comment_raw,comment_preprocessing,label_sentimen
ka tasya lucu banget di video yg ini 😂,kak tasya lucu banget video,netral
Ca bikin swatches maybelline powder matte,ca bikin swatches maybelline powder matte,netral
Sumpah Racun 😭 Pengen beli :'',sumpah racun beli,positif
"bagusan mana kak, eyebrow gel atau yg pen nya?
trus eyeshadownya matte semua kak atau ada yg shimer nya",bagus kak eyebrow gel pen nya eyeshadownya matte kak shimer nya,positif
KAMU RACUN!! haha thx ka Tasya,racun tertawa terima kasih kak tasya,positif
lucu bgt sih ka wkwkw,lucu banget sih kak wkwkw,netral
"kamu lucu sekaliii... 
produk ini made in mana ya",lucu produk made in ya,netral
Actually mascaranya ga bagus2 banget,actually mascaranya bagus banget,positif
"kak racun banget,  langsung mau beli 😂",kak racun banget langsung beli,positif
jadi pengen borong semua hasil review 😭,borong hasil review,positif
duuh racun banget ini 😍😍😍😍,duuh racun banget,positif
kak tasya bikin tutorial cut crease eye shadow donk...,kak tasya bikin tutorial cut crease eye shadow donk,netral
Kak tasya saran dong. Kok aku ngrasanya ini videonya agak silau gt ya kayak berasa lampu bener bener  ada di depan muka kakak. Jadi kalo bisa take videonya memang diruangan yang terang aja jangan diruangan yang kurang penerangan tapi ada lampu yang disorotin ke muka gitu. Saran aja kok ini hehe,kak tasya saran ngrasanya video silau gt ya kayak asa lampu bener bener muka kakak take video ruang terang ruang terang lampu disorotin muka saran hehe,netral
Belinya dimana ka 😣,beli mana kak,positif
pas liat hasil akhirnya jadi inget yg video Mom does my makeup.. beda tapi feel'nya sama. hhehe,pas lihat hasil inget video mom does my makeup beda feel nya hhehe,netral
FIX BELIIIIII.... RACUUUNNN :D,beli racun d,positif
"yaa ampus sukak banget,  
oy kak Tasya foudation dr focallure bisa buat kulit berminyak gak ya,,  kira kiraa",ya ampus sukak banget oy kak tasya foudation focallure kulit minyak ya kiraa,positif
"Suka ama kak tasya deh meskipun anak konglomerat tp sllu excited sama barang murah tapi bagus, meskipun ga brand ternama. Kak tasya beauty vloger sejati deh 😍",suka ama kak tasya deh anak konglomerat sllu excited barang murah bagus brand nama kak tasya beauty vloger sejati deh,positif
eyelinernya berapa?,eyelinernya,netral
DANGGG YOU ARE NO WAY INDONESIAAANN FINALLYY I FOUND MY FAV YOUTUBER OMG😍😍😍😍😍😍☺️☺️☺️☺️☺️☺️,dang you are no way indonesiann finallyy i found my fav youtuber ya ampun,netral
Aku suka. pertama kali mampir disini,suka kali mampir,positif
jadi pengen beli focallure sekarang jugaaa,beli focallure,positif
lucu banget siihhhh hahahahah ngomong diulang2 gemassshhhhh,lucu banget siih hahahahah ngomong ulang gemash,netral
"kak tasya racuuunn aq langsung order eyeshadow, eyebrow, eyeliner, highligter semuaaa 😂😂😂",kak tasya racunn langsung order eyeshadow eyebrow eyeliner highligter,netral
"Tasya mirip pemain Kushi yg di Indosiar.. cantik pke bgt siih..
racun,, lgsg pgn beli",tasya main kushi indosiar cantik pakai banget siih racun lgsg beli,positif
Bagus nii covernya caaa 😂,bagus nii covernya ca,positif
"Mudah2an ntr ganti lightning kak, biar maks videonya 😍",mudah an ntr ganti lightning kak biar maks video,netral
"mau tanya dong, eyeshadownya shimmering semua atau ada mattenya ?? thxx but i'm getting hypnotized with this products 😂",eyeshadownya shimmering mattenya thxx but i m getting hypnotized with this products,netral
"Kak tasya, dari yang aku baca Focallure ini asalnya dari US dan harga produk2nya belasan dollar, tapi aku pernah liat di Aliexpress ada juga dengan harga di bawah 10 dollar, don't you worry about that? pengen beli tapi takut soalnya..",kak tasya baca focallure asal us harga produk nya bas dollar lihat aliexpress harga dollar don t you worry about that beli takut,positif
"kakk barusan aku cek di salah satu online store apps harga focallure itu 500an kakk, eyeshadownya 480an gitu masa-_-",kakk barusan cek salah online store apps harga focallure an kakk eyeshadownya an,netral
"cocok di dompet bngt,nih harga produk👍😂",cocok dompet banget harga produk,netral
"suka nih tutorial kaya gini, jdi asik bngt, GA bikin bosen,, slm kenal ka..😍😍",suka tutorial kaya jdi asik banget bikin bosen slm kenal kak,positif
dia shooting ini jam 12 malem.. dh pda gelap cuy😅😂,shooting jam malem dh pda gelap cuy,netral
pigmentasinya sinting abis eyeshadow nya :'),pigmentasi sinting abis eyeshadow nya,netral
Racunnnnn😭😂,racun,positif
parah racun persis suhay bikin racun,parah racun persis suhay bikin racun,positif
omagga!! keren abis dah.. racun.. racun.. 💋,omagga keren abis dah racun racun,positif
your excitement really amuses me the whole video kwwkwkwk,your excitement really amuses me the whole video kwwkwkwk,netral
ka room tour dong,kak room tour,netral
"astaga, abis nonton ini.. kamu hipnotis aku, aku kepincut eyes shadows nya juga... malang sby dimana ada storenya...kok sedih ya...",astaga abis nonton hipnotis kepincut eyes shadows nya malang sby mana storenya sedih ya,netral
racunnnn,racun,positif
beli dmn ka? online kah?,beli dmn kak online kah,positif
Sebarkan kabar baik 😭😭😭😭,sebar kabar,netral
kok gua jadi ikutan seneng sih😂😂😂😂 apalagi highlighternya,gua ikut neng sih highlighternya,netral
"kak cpt"" bgt sih ngomong.x??? sya ikt bingung😂😂",kak cpt banget sih ngomong x sya ikt bingung,netral
sista cantik tu dr mana merknya...pengen banget beli dimana ya btw da bppom nya kan he8,sista cantik tu merknya banget beli mana ya ngomong-ngomong da bppom nya he,positif
aq jadi ngiler banget liat focallure 😍😍😍😍,ngiler banget lihat focallure,netral
udah ngak ngerti lagi dah yang dandan cantik banget 😘,ngak ngerti dah dandan cantik banget,positif
keracunin bgt liat videonya kak suummmpaahh...ini beneran bagus gak kalo lama d pake seharisn,keracunin banget lihat video kak suumpaahh beneran bagus d pakai seharisn,positif
"kak tasyaaa, eyeliner sama mascara nya smudge proof gaaa? 
kaya kalo pas cuci muka, jadi panda eye apa engga?",kak tasya eyeliner mascara nya smudge proof kaya pas cuci muka panda eye engga,netral
Racun banget kak sumpahh.. Pengen beli banget rasanya.. Btw besok2 videonya dikasih swached eyeshadownya dong kak tasya.. Luv!,racun banget kak sumpahh beli banget ngomong-ngomong besok video kasih swached eyeshadownya kak tasya luv,positif
contor nya gimana ka? bagus dan reccomended ga?,contor nya gimana kak bagus reccomended,positif
racun sumpah😁,racun sumpah,positif
Ngakak sumpah wkwkwk,tertawa sumpah tertawa,netral
sepertinya bagus,bagus,positif
Kak bagusan mana sama LA girl?,kak bagus la girl,positif
kakak kok cantik bangt . tapi pas kakak gak make up lebih cantik. gimana pun cantik la kakak. sukses terus buat vidio nya kak. terus berkarya ya 😊😊.,kakak cantik bangt pas kakak make up cantik gimana cantik la kakak sukses vidio nya kak karya ya,positif
Belinya dimana sih? kepooo+mupengg,beli mana sih kepo mupengg,positif
"kak tasya, kamu racun 😥",kak tasya racun,positif
kak tasya focallure emg produk cina ya kak?? jawap pliz,kak tasya focallure emg produk cina ya kak jawap pliz,netral
kok kayaknya endors banget ya,kayak endors banget ya,netral
Ka tasya lucu abis hahahaaa,kak tasya lucu abis tertawa,netral
kak tachaa.. colab sama kak suhay salim doonggg 🙌🙌,kak tachaa colab kak suhay salim doong,netral
"Jadi mirip si mama... Jreeeng jrenggg 
Cucoooook kak 😬",si mama jreng jreng cucok kak,netral
"Kak, untuk Ketahanan makeup nya gmn? Still Good??",kak tahan makeup nya gmn still good,netral
"hi Tasya, gimana dgn staying power makeup nya, misal stlh 6-8 jam?",hi tasya gimana staying power makeup nya stlh jam,netral
collab ama kak suhay🙌🙌🙌,collab ama kak suhay,netral
"pas ngomong ""gimana nih?"" like ""buset ga kuaddd"" haha",pas ngomong gimana like buset kuad tertawa,netral
"look fav fav fav dari semuaaaaaaa video nya tasya yg udh di upload...
paraaahhhh...",look fav fav fav video nya tasya upload parah,netral
sampe aku ulang2 di bagian pas eyeshadow coklat tua itu omg kaaa wkwkwkw me love youuu,ulang pas eyeshadow coklat tua ya ampun kak wkwkwkw me love you,positif
ka tasya lucu banget parahh! gemes banget lucu banget hebohnya wkwkwk bikin orang nyengir2 nontonnya lol bikin jd penasaran parahh. love you kak tasyaaaa sukses terus pretty gurllll,kak tasya lucu banget parahh gemes banget lucu banget heboh tertawa bikin orang nyengir nontonnya lol bikin penasaran parahh love you kak tasya sukses pretty gurl,positif
kak tasya knpa lucu banget sih 😂😂,kak tasya knpa lucu banget sih,netral
ahahaha seru banget lebay nya...💞,ahahaha seru banget lebay nya,netral
Tia Minoka tasya di endorse koreanglows dan dia gasuka warnanya dia jujur bilang gasuka kok,tia moka tasya endorse koreanglows gasuka warna jujur bilang gasuka,negatif
"Tia Minoka kan emang di endors, tapi review nya jujur ko",tia moka endors review nya jujur ko,netral
Lahkan emang endorse os ars_fashion tpp reviewnya murni kok kl ka tasya,lah endorse os ars fashion tpp reviewnya murni kl kak tasya,negatif
"Tp jujur focallure bagus parah, aku beli sepaketnya itu & ngga nyesel samsek😁😁",jujur focallure bagus parah beli paket nyesel samsek,positif
annisaa pratami beli dimana kak,annisaa pratami beli mana kak,positif
Kupikir aku aja yg ngerasa mukanya kyk mmnya klu mke makeup focallur,pikir muka kyk mmnya klu mke makeup focallur,netral
Always like first ❤,always like first,netral
barbieeeee 😍😍😍😍,barbie,netral
Suka bgt liat km se excited itu tasyaa hahaha walau @ku kurang sejago km make up nya tp ak jdi mw coba... Kalo boleh tau km bli make up focallure nya dmn ya?,suka banget lihat km excited tasyaa tertawa jago km make up nya ak jdi mw coba km bli make up focallure nya dmn ya,positif
hayy tasya sumpah ini video terlucu terhebohh n terempongs yg aku liat...salam kenal ya☺,hayy tasya sumpah video lucu terhebohh n terempongs lihat salam kenal ya,netral
tasya look yang ini keliatan kayak boneka india cantik gitu. aaaaaa,tasya look liat kayak boneka india cantik a,positif
KALO AKU LIAT YAA...KAKA DANDAN BEGITU DAN NGOMONG BAHASA INDONESIA ITU PRANK BUAT PARA BULE DI MONAS...hiihiihihihiwkwkwkwk,lihat ya kaka dandan ngomong bahasa indonesia prank bule monas hiihiihihihiwkwkwkwk,netral
"KA TASYA UDAH CANTIK MAU DIAPAIN JUGA CANTIK
#bagibagidongkaaaamukacantiknyaaa",kak tasya cantik diapain cantik,positif
"KAKKK reviewe eyeshadow pallete nya make up revolution yg fortune favours the brave donggg! katanya itu eyeshadow pigmented paraaaahhhhh, drugstore tp kayak high end...",kak reviewe eyeshadow pallete nya make up revolution fortune favours the brave eyeshadow pigmented parah drugstore kayak high end,netral
ka bkin korean makeup donk 😊penasaran bngt wajah ka tasya klo makeup ala korea😉,kak bkin korean makeup donk penasaran banget wajah kak tasya makeup ala korea,netral
abis nntn ini gue langsung kaya org gila mau beli semua nyaaaaaaa,abis nntn langsung kaya orang gila beli nya,positif
sampe habis lho stok eyeshadownya.. racun bgt niiihh😄😄,habis lho stok eyeshadownya racun banget nihh,positif
sumpah ini beauty vlogger yg kocak bgt 😁😁😁😁,sumpah beauty vlogger kocak banget,netral
eyeshadownya sama kyanyu bagusan mana syaa?,eyeshadownya kyanyu bagus syaa,positif
gak jelas loh awalnya :D,loh d,netral
"tasya, siang/ sore nya habis minum kopi kah? mungkin efek kafein sampe lincah begini... hahahaha :p",tasya siang sore nya habis minum kopi kah efek kafein lincah hahahaha p,netral
can you please show us what color your hair is and what you do for it.,can you please show us what color your hair is and what you do for it,netral
"Selalu dan selalu keren deh makeupnyaa 😍
Oh yah tasya bagusan elf brow cream atau foccalure cream pomade brow?",keren deh makeupnyaa oh yah tasya bagus elf brow cream foccalure cream pomade brow,positif
"mata + lipstiknya bagussss bgt tas,love itttt ❤❤❤❤",mata lipstik bagus banget tas love it,positif
"gk bisa ngomong apa"" lagi sumpah kyk kehipnotis ajaa gw wkwkwkwkk pngen beliii😂😂😂😂",ngomong sumpah kyk hipnotis ajaa wkwkwkwkk pngen beli,positif
omg omg omg racun berterbangan,ya ampun ya ampun ya ampun racun bangan,positif
Bukannya udah ya,ya,netral
"Jessica Carmeline Doris - up, up, up! i need to know too!!! :D",jessica carmeline dor up up up i need to know too d,netral
Aku kalo kecapean dan kurang tidur malah tambah hiper 😂,cape tidur hiper,netral
Ada pertanyaan yg lebih susah gakk 😭😭😭 gini aja jawabannya.. kalo punya anak ada dua mana yg lebih kita sayang? Hahahahhaa,susah gakk jawab anak sayang hahahahhaa,netral
"""kalau maskaranya bagus aku mau teriak""",maskara bagus teriak,positif
kereeennn gillaaaa eyeshadownya.. thanks for inspiration kak tasya,keren gilla eyeshadownya terima kasih for inspiration kak tasya,netral
racun ke 2 setelah kak suhay...,racun kak suhay,positif
Racunnnnn 😩😩😩😩,racun,positif
foundationnya oxydize ga?,foundationnya oxydize,netral
kak nyari nya di mana tuh..,kak nyari nya tuh,netral
kak nyari nya di mana tuh,kak nyari nya tuh,netral
"keren ini lah,  suhay sok asik lama2 bosen",keren suhay sok asik bosen,positif
"ini pertama kalinya gue mampir dichannel ini... trus dia bilang ""maaff ya gue cerewet"". damn gurl, i love your channel already!",kali mampir dichannel bilang maaff ya cerewet damn gurl i love your channel already,positif
aslii.. abis nonton ini aku lgsg pengen bli😂 langsung cari ke ig nya.. padahal baru ga lama bli merk lain.,asli abis nonton lgsg bli langsung cari ig nya bli merk,netral
kak beli focallure di mana?,kak beli focallure,positif
"racuuuuuuuuuun........ kaaaaak..... 
tidaaaak..... tapi harus ditahan karna masih jerawatan...
oh GOD... please... 
seandainya itu bisa di pake buat yg acne prone ya... heheh",racun kak tahan jerawat oh god please anda pakai acne prone ya heheh,netral
kak kaka itu kursus make up ga si ? ko jagi gitu,kak kaka kursus make up si ko jagi,netral
Mukaknya putih nget,mukaknya putih nget,netral
loose powdernya ada flashback ga kak? KAsih aku rekomendasi loose powder yang ga flashback dong kak! hehe kalo bisa yg drugstoree,loose powdernya flashback kak kasih rekomendasi loose powder flashback kak hehe drugstoree,positif
aaakkkk lucukkkk bgt sih kakkkk 😂😂😂,ak lucuk banget sih kak,netral
hahaha lucu bgt ekspresinya 😄😄😄,tertawa lucu banget ekspresi,netral
"klo di kamera knp jadi kayak putih banget, apa krn lightingnya aja ya kak?",kamera knp kayak putih banget lightingnya ya kak,netral
Dupe master 😎😂 sumpah ya nontonnya ikutan gereget jadi pengen bgttt belanja focallure!! Tasyaaaa racun bgttt!,dupe master sumpah ya nontonnya ikut gereget banget belanja focallure tasya racun banget,positif
Abis liat ini langsung cari2 produknya pengen beliiiii hahaha selalu suka kalo ngerecomendasiin sesuatu pasti selalu excited gitu lucukkkk❤️,abis lihat langsung cari produk beli tertawa suka ngerecomendasiin excited lucuk,positif
"halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu,netral
Cantik parahh ka😍😍 jadi ngiler pengen produknya😭😭😭,cantik parahh kak ngiler produk,positif
ga sabar nunggu notif muncul buat video selanjutnya 😍😍😍,sabar nunggu notif muncul video,netral
"gimana bisa bosen nonton video yg isinya dari awal sampe kelar menggebu gebu begini 😍
kapan bikin video sama tasyi? pasti seru bgt 💗",gimana bosen nonton video isi kelar gebu gebu bikin video tasyi seru banget,netral
