comment_raw,comment_preprocessing,label_sentimen,label,indobert_text
ngakak ngarang bebas,tertawa ngarang bebas,netral,1,tertawa ngarang bebas
Nyimas Ayu lahir 92,nyimas ayu lahir,netral,1,nyimas ayu lahir
Putrie Sekar up,putrie sekar up,netral,1,putrie sekar up
ohh.nooo.... lipstiknyaa.. 😍😍😍😍,ohh no lipstiknyaa,netral,1,ohh nooo lipstiknyaa
batinku menjerit jerit ka liat produk2nya pas dipake bagus banget. sip lah cuss beli,batin jerit jerit kak lihat produk nya pas dipake bagus banget sip cuss beli,positif,2,batinku menjerit jerit kak lihat produk nya pas dipake bagus banget sip lah cuss beli
focallure itu produk china,focallure produk china,netral,1,focallure itu produk china
"boleh tanya ga? Bagi siapapun yang tau ㅠㅠ klo pake contour yang stick kek video diatas itu, Nge bland nya kan pake beauty blender...itu beauty blender nya dibasahin ato enggak? maklum aku pemula soalnya 😅",pakai contour stick kek video atas nge bland nya pakai beauty blender beauty blender nya dibasahin ato maklum mula,netral,1,boleh tanya tidak bagi siapapun yang tahu kalau pakai contour yang stick kek video diatas itu nge bland nya kan pakai beauty blender itu beauty blender nya dibasahin ato enggak maklum aku pemula soalnya
kok berasa jadi jayak si kajol yah??,asa jayak si kajol yah,netral,1,kok berasa jadi jayak si kajol yah
aku liat video ini langsung beli semua yang dipakai si tasya,lihat video langsung beli pakai si tasya,positif,2,aku lihat video ini langsung beli semua yang dipakai si tasya
Utk kulit berminyak cocok ga sihh yaaa?aku cari foundation manapun gaada yg cocookk😭,kulit minyak cocok sihh ya cari foundation mana gaada cocookk,netral,1,untuk kulit berminyak cocok tidak sihh yaaa aku cari foundation manapun gaada yang cocookk
Keputihan kak :(,putih kak,negatif,0,keputihan kak
make up china ka,make up china kak,netral,1,make up china kak
ka mau nanya dong.  kalo kulit sawo mateng bagusnya foundationya yg cerah natural apa aga gelap ?,kak nanya kulit sawo mateng bagus foundationya cerah natural aga gelap,positif,2,kak mau nanya dong kalau kulit sawo mateng bagusnya foundationya yang cerah natural apa aga gelap
mengandung mercury ga tuh?,kandung mercury tuh,netral,1,mengandung mercury tidak tuh
ga bosen2nya nonton video2 ka tasya:)),bosen nya nonton video kak tasya,netral,1,tidak bosen nya nonton video kak tasya
"aku belanja di aliexpress lbh murah 30% dari pada di indo , 24 produk cuma habis 650rbu lumayan banget ngirit. cuma harus nunggu 30hari buat ongkir,",belanja aliexpress lbh murah indo produk habis rbu lumayan banget ngirit nunggu ongkir,positif,2,aku belanja di aliexpress lbh murah dari pada di indo produk cuma habis rbu lumayan banget ngirit cuma harus nunggu hari buat ongkir
kak. eyeshadownya itu jatuh2 gak?,kak eyeshadownya jatuh,netral,1,kak eyeshadownya itu jatuh tidak
kak bagusan produk focallure ini apa L.A girl ?,kak bagus produk focallure l a girl,positif,2,kak bagusan produk focallure ini apa l a girl
Aku lihat di shopee under 30k semua,lihat shopee under k,netral,1,aku lihat di shopee under k semua
bagus.,bagus,positif,2,bagus
kak cobain product kat von d dong,kak cobain product kat von d,netral,1,kak cobain product kat von d dong
Valerie Tjio dibasahin dulu tp diperes sampe bener2 ga ada air,valerie tjio dibasahin peres bener air,netral,1,valerie tjio dibasahin dulu tapi diperes sampai bener tidak ada air
"Nurnabilah Zahroh aku cocok mba, muka ku berminyak. pke foundy focallur matte 2-5 jam .",nurnabilah zahroh cocok mba muka ku minyak pakai foundy focallur matte jam,netral,1,nurnabilah zahroh aku cocok mba muka ku berminyak pakai foundy focallur matte jam
minyaknya parah ga kak mukanya kk?? jerawatan juga?? foundationnya tahan beneran?? makasih kak infonya,minyak parah kak muka kak jerawat foundationnya tahan beneran terima kasih kak info,netral,1,minyaknya parah tidak kak mukanya kak jerawatan juga foundationnya tahan beneran terima kasih kak infonya
"Nurnabilah Zahroh cobain makeover matt, trs pake bedak tabur dlu sblm foundation, trs pake bedak lg tp tunggu bbrp menit biar foundationnya keserap muka dlu",nurnabilah zahroh cobain makeover matt pakai bedak tabur dlu sblm foundation pakai bedak lg tunggu menit biar foundationnya serap muka dlu,netral,1,nurnabilah zahroh cobain makeover matt terus pakai bedak tabur dlu sblm foundation terus pakai bedak lg tapi tunggu beberapa menit biar foundationnya keserap muka dlu
Pake Revlon colour stay coba,pakai revlon colour stay coba,netral,1,pakai revlon colour stay coba
Yg make over bagus kak.. hasilnya matte. Sy jg berminyakkk.. yg penting bedaknya di baking,make over bagus kak hasil matte minyak bedak baking,positif,2,yang make over bagus kak hasilnya matte saya juga berminyakkk yang penting bedaknya di baking
kak kasi liat donk koleksi makeup nya.. taruh mana itu semua dan sebanyak apah? atau punya tempat sendiri buat nyimpen?,kak kasi lihat donk koleksi makeup nya taruh apah nyimpen,netral,1,kak kasi lihat donk koleksi makeup nya taruh mana itu semua dan sebanyak apah atau punya tempat sendiri buat nyimpen
#bantujawab kyk ny focallure produk china,kyk ny focallure produk china,netral,1,kyk ny focallure produk china
Ka tasya ini waterproof gak?,kak tasya waterproof,netral,1,kak tasya ini waterproof tidak
foundationnya oksidasi engga??,foundationnya oksidasi engga,netral,1,foundationnya oksidasi engga
Dan teman teman buat yang mau ikutan PO silahkan Ke https://shopee.co.id/raqiqahhumaimah ori import china all under 100k,teman teman ikut po silah ori import china all under k,netral,1,dan teman teman buat yang mau ikutan po silahkan ke ori import china all under k
Kak tasya.. mohon izin saya screen shoot video kakak buat promosi saya jualan focallure biar semua org tahu bagaimana kehebatan productnya hehe,kak tasya mohon izin screen shoot video kakak promosi jual focallure biar orang hebat productnya hehe,netral,1,kak tasya mohon izin saya screen shoot video kakak buat promosi saya jualan focallure biar semua orang tahu bagaimana kehebatan productnya hehe
"racuuun pas nonton lgsng sambil pesen, bikin ga sabar sampe",racun pas nonton lgsng sen bikin sabar,netral,1,racuuun pas nonton lgsng sambil pesen bikin tidak sabar sampai
"bagus bangat review nya.. suka amat..  
frommalaysia",bagus bangat review nya suka frommalaysia,positif,2,bagus bangat review nya suka amat frommalaysia
ka tasya belajar dari mana cara make up nya astaga~ aku pake bedak aja masih jadi badut T^T,kak tasya ajar make up nya astaga pakai bedak badut t t,netral,1,kak tasya belajar dari mana cara make up nya astaga aku pakai bedak saja masih jadi badut t t
gARA GARA KA TASYA SEKARANG GUE JADI KERACUNAN FOCALLURE UGGHHH PENGEN BORONG RASANYA,gara gara kak tasya racun focallure uggh borong,positif,2,gara gara kak tasya sekarang saya jadi keracunan focallure ugghhh ingin borong rasanya
"drinking game: take a shot every time she says ""gitu""",drinking game take a shot every time she says,netral,1,drinking game take a shot every time she says begitu
Bikin tutorial dong cara buat mengatasi foundation yang terlalu terang (salah beli) & tutorial makeup yg cakey,bikin tutorial atas foundation terang salah beli tutorial makeup cakey,positif,2,bikin tutorial dong cara buat mengatasi foundation yang terlalu terang salah beli tutorial makeup yang cakey
kakkk plis bikin skincare routine dong! hehe,kak plis bikin skincare routine hehe,netral,1,kak plis bikin skincare routine dong hehe
ahhh murah banget kak😍😍😍 ngilerr,ah murah banget kak ngilerr,positif,2,ahhh murah banget kak ngilerr
"Wkwk slalu ngakak kl liat ini,dah puluhan kali di play padahal..",tertawa slalu tertawa kl lihat dah puluh kali play,netral,1,tertawa slalu tertawa kl lihat ini dah puluhan kali di play padahal
belinya dimana ya?  aku cek online beda2 dan kirimnya dari luar negeri,beli mana ya cek online beda kirim negeri,positif,2,belinya dimana ya aku cek online beda dan kirimnya dari luar negeri
bulu matanyaaaaa😢😍😱 beli dimana kak bulu matanyaa?,bulu mata beli mana kak bulu matanyaa,positif,2,bulu matanyaaaaa beli dimana kak bulu matanyaa
"langsung,,,embat ajha,,,focallur nya..biar samaan kaya kak tasya....ngeborong pokok nya,,,",langsung embat ajha focallur nya biar sama kaya kak tasya ngeborong pokok nya,positif,2,langsung embat ajha focallur nya biar samaan kaya kak tasya ngeborong pokok nya
racun banget gilaa ngilerrrrrr. btw lo mirip banget sama Ana Kendrick,racun banget gilaa ngiler ngomong-ngomong lo banget ana kendrick,positif,2,racun banget gilaa ngilerrrrrr ngomong-ngomong lo mirip banget sama ana kendrick
beli produknya dimana sis ?,beli produk mana sis,positif,2,beli produknya dimana sis
ini poduknya halal ??,poduknya halal,netral,1,ini poduknya halal
Product China ka,product china kak,netral,1,product china kak
@tasya farasya keturunan apa ?,farasya turun,netral,1,farasya keturunan apa
"ini sih bukan menor, tp elegan...",sih menor elegan,negatif,0,ini sih bukan menor tapi elegan
BAGUS BANGET GILAAAA MURAH PULA,bagus banget gila murah,positif,2,bagus banget gilaaaa murah pula
"Hayooo... berapa kali kak Tasya bilang ""bagus banget"" ???😂😂😂😂",hayo kali kak tasya bilang bagus banget,positif,2,hayooo berapa kali kak tasya bilang bagus banget
Kayanya pke bulu mata ya . Gaaa cuma mke maskara . Soal ga d jelaskan hehehe,kaya pakai bulu mata ya mke maskara d tertawa,netral,1,kayanya pakai bulu mata ya gaaa cuma mke maskara soal tidak d jelaskan tertawa
Sumpah elo cakep bgt tasya like bgt,sumpah elo cakep banget tasya like banget,netral,1,sumpah elo cakep banget tasya like banget
aku jg dh pny bedak tabu sm fondation ny kak sade 3 powdernya focallure FACE,dh pny bedak tabu fondation ny kak sade powdernya focallure face,netral,1,aku juga dh pny bedak tabu sama fondation ny kak sade powdernya focallure face
Foundinya kalo beli dicina langsung 25rb lho ka. masuk indo kok mahal banget ya. karna bea cukai kayanya wkwkwkwk,foundinya beli cina langsung rb lho kak masuk indo mahal banget ya bea cukai kaya wkwkwkwk,negatif,0,foundinya kalau beli dicina langsung rb lho kak masuk indo kok mahal banget ya karena bea cukai kayanya wkwkwkwk
kaka santik bgt aku like hidung ny m mata,kaka santik banget like hidung ny m mata,netral,1,kaka santik banget aku like hidung ny m mata
"sya itu foundationnya aslinya keputihan gaksih? pgn beli foundie nya focallure tp masih bingung shade nya, please jawab ya galaw banget 😟",sya foundationnya asli putih gaksih beli foundie nya focallure bingung shade nya please ya galaw banget,negatif,0,sya itu foundationnya aslinya keputihan gaksih ingin beli foundie nya focallure tapi masih bingung shade nya please jawab ya galaw banget
"lucu bgt pas blng ""pengen jdi owner pabrik nya Focalure"" 😄😅😆👍 lucu.. humble ..😘",lucu banget pas blng jdi owner pabrik nya focalure lucu humble,netral,1,lucu banget pas blng ingin jdi owner pabrik nya focalure lucu humble
Kak!!!!! Bikin vlog kekkkkkk 😭😭😭😭,kak bikin vlog kek,netral,1,kak bikin vlog kekkkkkk
@ars_fashion : so so so so so so so so so so so so sooooo slow respon. nyebelin 😂,so so so so so so so so so so so so so slow respon nyebelin,positif,2,so so so so so so so so so so so so sooooo slow respon nyebelin
"Setiap nonton video tasya yang ada ngakak mulu 
Ini mua apa pelawak ya",nonton video tasya tertawa mulu mua lawak ya,netral,1,setiap nonton video tasya yang ada tertawa mulu ini mua apa pelawak ya
"kak foundationnya bisa buat kulit berminyak gak kak, ?
trus oxi gak, ?",kak foundationnya kulit minyak kak oxi,netral,1,kak foundationnya bisa buat kulit berminyak tidak kak terus oxi tidak
foundation focallure oksidasi gak ya?,foundation focallure oksidasi ya,netral,1,foundation focallure oksidasi tidak ya
cocok makeup wedding nih manglingin bangey,cocok makeup wedding manglingin bangey,netral,1,cocok makeup wedding ini manglingin bangey
Arab kak,arab kak,netral,1,arab kak
"halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu,netral,1,halo aku monica kuliah di unmer malang jurusan ilmu komunikasi boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial terima kasih atas bantuannya
bikin review produk oriflame dong kak?? bagus apa nggak,bikin review produk oriflame kak bagus,positif,2,bikin review produk oriflame dong kak bagus apa tidak
gw sekarang mau bedakan kaya kamu.,beda kaya,netral,1,saya sekarang mau bedakan kaya kamu
video ter the best ka tasyaaaaa ❤❤❤,video ter the best kak tasya,netral,1,video ter the best kak tasyaaaaa
Ini manusia apa boneka sich unyu2 bngt cantik banget Bikin ngiriiii,manusia boneka sich unyu banget cantik banget bikin ngiri,positif,2,ini manusia apa boneka sich unyu banget cantik banget bikin ngiriiii
ok fixxxx...jatuh cnta ama ratu menor..suka..suka..suka..krn mnrt aq klo full face make up tu ya kyk gni..menor dkt klo hsil ny cntik gni mah d maafkan..hahaha,ok jatuh cnta ama ratu menor suka suka suka mnrt full face make up tu ya kyk gni menor dkt hsil ny cntik gni mah d maaf tertawa,negatif,0,ok fixxxx jatuh cnta ama ratu menor suka suka suka karena mnrt aku kalau full face make up tu ya kyk gni menor dkt kalau hsil ny cntik gni mah d maafkan tertawa
kaka agamanya apa? BTW kaka cantik loh 😊,kaka agama ngomong-ngomong kaka cantik loh,positif,2,kaka agamanya apa ngomong-ngomong kaka cantik loh
tasyaa mau dong dibikinin waterproof make up kayaknya belum ada yg bikin 😊😊,tasyaa dibikinin waterproof make up kayak bikin,netral,1,tasyaa mau dong dibikinin waterproof make up kayaknya belum ada yang bikin
"""beli sekarang juga !!"" 😂😂
racun syekali kata2 ituhhhhh 😁😁😁
cantiikkkkkkk cantiiiikkkkkk..
gorgeous 😍😍😍",beli racun syekali ituh cantiik cantik gorgeous,positif,2,beli sekarang juga racun syekali kata ituhhhhh cantiikkkkkkk cantiiiikkkkkk gorgeous
"racunn bangett ini mahhh , pengen beliiiii",racunn bangett mah beli,positif,2,racunn bangett ini mahhh ingin beliiiii
"Ka sumpah racun banget.. Sampe ulang"" mulu video ini buat bener"" mastiin sebelum aku beli 😂😍😍😍",kak sumpah racun banget ulang mulu video bener mastiin beli,positif,2,kak sumpah racun banget sampai ulang mulu video ini buat bener mastiin sebelum aku beli
"Hai semuanya, please bantuin jawab ya. Kalau aku mau beli Focallure offline kira kira bisa beli dimana ya?",hai please bantuin ya beli focallure offline beli mana ya,positif,2,hai semuanya please bantuin jawab ya kalau aku mau beli focallure offline kira kira bisa beli dimana ya
