comment_raw,comment_preprocessing,label_sentimen,label
"kak jadi pengen gara gara kaka, lucu deh ekspressinya",kak gara gara kaka lucu deh ekspressinya,netral,1
Baru nonton mei 2019 doong,nonton mei doong,netral,1
#bantujawab kyk ny focallure produk china,kyk ny focallure produk china,netral,1
RACUUUUUN BANGEETSS BEIB 😂,racun bangeetss beib,netral,1
Kak coba pake merk oriflame aku pernah coba itu bagus banget merk nya itu juga punya  auntyku 😊,kak coba pakai merk oriflame coba bagus banget merk nya auntyku,positif,2
"follow ig zazaa.shop disana ada jual produk focallure!
harganya lebih muraah",follow ig zazaa shop sana jual produk focallure harga muraah,netral,1
menor aja cantik kak subhanallah😂😂,menor cantik kak subhanallah,negatif,0
piia imyut itu dia bisa murah bngt karna langsung dr cina ya? Soalnya harganya jauh bngt ama olshop yg ready stock 😅,piia imyut murah banget langsung cina ya harga banget ama online shop ready stock,positif,2
Eyeshadow nya gila pigmented banget 😭,eyeshadow nya gila pigmented banget,netral,1
Nezha Hikaru dia arab famnya alhadad bos q masih saudara ma dia,nezha hikaru arab fam alhadad bos q saudara ma,netral,1
Beli di website nya ajja langsung,beli website nya ajja langsung,positif,2
sumpah ini beauty vlogger yg kocak bgt 😁😁😁😁,sumpah beauty vlogger kocak banget,netral,1
aduh idung nya pengen juga xD,aduh idung nya xd,netral,1
"Kaaa tasyaaa,ya ampunnn.kaka mo pake product apapun tetep cocom dimuka kaka. Cantik bangettt",kak tasya ya ampun kaka mo pakai product apa tetep cocom muka kaka cantik banget,positif,2
"laaah bulan lalu aku beli disini 4 item under 100 rebuuu coba.
COD nunggu ampe 3 minggu krna dri cina. 
tapi pas aku coba pke bgus sih beneran, longlast lagi.
tpi gatau asli apa kaganya yakk yg pasti bagus ajaaa😂😂",beli item under rebu coba cod nunggu ampe minggu krna dri cina pas coba pakai bgus sih beneran longlast tpi gatau asli kaganya yakk bagus,positif,2
Memang Klo soal makeup Tasya jago bgt sih...,makeup tasya jago banget sih,netral,1
Bangus bnget hasilnya❤,bangus bnget hasil,positif,2
Tiap hari liat tutorial ka tasya.dan sekarang auto beli di ars fashion😍😍,lihat tutorial kak tasya auto beli ars fashion,positif,2
"kak tasya racuuunn aq langsung order eyeshadow, eyebrow, eyeliner, highligter semuaaa 😂😂😂",kak tasya racunn langsung order eyeshadow eyebrow eyeliner highligter,netral,1
"Langsung aku cari di mbah Google di hk murah  murah Ada yg $5,$8,$35",langsung cari mbah google hk murah murah,positif,2
"Ka sumpah racun banget.. Sampe ulang"" mulu video ini buat bener"" mastiin sebelum aku beli 😂😍😍😍",kak sumpah racun banget ulang mulu video bener mastiin beli,positif,2
"kak tasya, kamu racun 😥",kak tasya racun,positif,2
Cari focallure? Check IG aku sis. Ready Surabaya loh @mar.collectionsub,cari focallure check ig sis ready surabaya loh collectionsub,netral,1
cheese cake's Jl,cheese cake s jl,netral,1
Cntik bangettttttt☺☺☺☺☺☺☺,cntik banget,netral,1
aslii eyeshadownyà menggoda iman 😂,asli eyeshadowny goda iman,netral,1
Aku kayak nya pernah ngeliat kaka di film gitu aku lupan nama nya,kayak nya kaka film lup nama nya,netral,1
tasya next lightingnya di kurangin dikit yaaa.. agak mencolok mata sya 😂😂 tapi tidak mengurani faedahnya koook... tetap sukaaaaaa ❤️,tasya next lightingnya rangin dikit ya colok mata sya mengurani faedah suka,positif,2
langsung tertarik gt kak aku!!! haaah diracunin sm ka tasya hehehe,langsung tarik gt kak hah diracunin kak tasya tertawa,positif,2
aaaaaahhh favorit,ah favorit,positif,2
ok gw otw cri neh focallure,ok jalan cri neh focallure,netral,1
gua kira awalnya dua lipa sumpah 😂,gua lipa sumpah,netral,1
thumbnail nyaaaaa mirip dua lipaaaaaa❤❤,thumbnail nya lipa,netral,1
brand mana sih kak ini?dan aman engga?,brand sih kak aman engga,netral,1
focallure ini produk darimana yah?,focallure produk darimana yah,netral,1
Me,me,netral,1
Kak tasya kan nyuruh kita beli focallure tapi mana duitnya kak,kak tasya nyuruh beli focallure duit kak,positif,2
mabuuuk makeup 💋💋💋😁,mabuk makeup,netral,1
he tasya lu so cantik,he tasya lu so cantik,positif,2
Hah jam 12mlm hih.........   Tatut 😮😮😮😮😮,hah jam mlm hih tatut,netral,1
Ini channel beuty atau lawak sih kakk .. ngakak beut dah 😁,channel beuty lawak sih kakk tertawa beut dah,netral,1
Yg kemenit 14:59 suaranya heeeee nyeremin kak,menit suara he nyeremin kak,netral,1
Kak tasya kok di area hidung kayak ada bintik bintik hitamnya,kak tasya area hidung kayak bintik bintik hitam,netral,1
Des 2021 dongg baru nnton,des dongg nnton,netral,1
November 2020,november,netral,1
"Kak bikin video 1 swatch make up dong kak, kayanya belum ada yang buat",kak bikin video swatch make up kak kaya,netral,1
 @fele_cia2898  me tooooo,me to,netral,1
kok gua jadi ikutan seneng sih😂😂😂😂 apalagi highlighternya,gua ikut neng sih highlighternya,netral,1
"""Ini aku gak bercanda, ini serius, ini URGENT!"" Ngakak 😂😂",canda serius urgent tertawa,netral,1
Gw ngerasa bkan wanita liat ka tasya😅... Pengenn deh di makeupin ka tasya😍,bkan wanita lihat kak tasya pengenn deh makeupin kak tasya,netral,1
aku pakai 2 produk ini ♡,pakai produk,netral,1
Cantikan g pke make up😆😆😆,cantik g pakai make up,positif,2
Suka banget mata nya caaaa. Baguuuussss!! Belom move on dari review LA Girl...udah di racunin focallure....ngaco bener ni anak. Ahahahahahhaa,suka banget mata nya ca bagus bom move on review la girl racunin focallure ngaco bener ni anak ahahahahahhaa,positif,2
rainbow highligthernya gimn sya??????,rainbow highligthernya gimn sya,netral,1
"2k20 hmmm:"")",k hm,netral,1
"Tias Wulandari  kyknya , klw mnurut aku. Di menit 5:24 sudh cocok warna nya",tias wulandari kyknya klw mnurut menit sudh cocok warna nya,netral,1
Ya elah lebay amat banyak kali make up di bawah 100k,ya elah lebay kali make up k,netral,1
Gila bgt si ini focallure😂👌🏻👌🏻langsung bikin pengen beli asli,gila banget si focallure langsung bikin beli asli,positif,2
"mata + lipstiknya bagussss bgt tas,love itttt ❤❤❤❤",mata lipstik bagus banget tas love it,positif,2
tasya look yang ini keliatan kayak boneka india cantik gitu. aaaaaa,tasya look liat kayak boneka india cantik a,positif,2
China bukan?,china,netral,1
kak agak keterangan deh kayaknya,kak terang deh kayak,netral,1
aku kayak liat shirin.  cara ngomongnya pun samaaa,kayak lihat shirin ngomongnya,netral,1
kak di indonesia ada yang jual ga product ini?,kak indonesia jual product,netral,1
bagus bet gila dah murah lagi ah racun bgt lo kak,bagus bet gila dah murah ah racun banget lo kak,positif,2
Keputian ga sih,puti sih,netral,1
KALO AKU LIAT YAA...KAKA DANDAN BEGITU DAN NGOMONG BAHASA INDONESIA ITU PRANK BUAT PARA BULE DI MONAS...hiihiihihihiwkwkwkwk,lihat ya kaka dandan ngomong bahasa indonesia prank bule monas hiihiihihihiwkwkwkwk,netral,1
kak bikin tutorial pasang bulumata palsu donggggg😍😍😍😍😍😍😍,kak bikin tutorial pasang bulumata palsu,netral,1
makeup.in cowo dong ka...kira2 cowo supaya keliatan exotic dan kaya porselin....😍,makeup in cowo kak cowo liat exotic kaya porselin,netral,1
tasya farasya Hai...focallure brand mana trs udah d jual bebas d toko kosmetik....asli.a aq trtarik,tasya farasya hai focallure brand d jual bebas d toko kosmetik asli a trtarik,netral,1
Gabosen rewatch video ka Tasya yang iniii🥰🥰🥰✨,gabosen rewatch video kak tasya,netral,1
"Maaf makeupnya bagus tp untuk yg suka makeup jangan lupa lehernya jg biar ga beda
Warna muka dan leher kalo di poto belang maaf ya",maaf makeupnya bagus suka makeup lupa leher biar beda warna muka leher poto belang maaf ya,positif,2
Dih gaje,dih gaje,negatif,0
Racunnn bgt sih kaaaaaaak tasyaaaaaa 😫😫😫😫😫,racun banget sih kak tasya,positif,2
anadhita first dyah sari ya..kan..bisa kita join barengan...,anadhita first dyah sari ya join bareng,netral,1
Bikin tutorial makeup one brand Imagic kak.,bikin tutorial makeup one brand imagic kak,netral,1
"omaigattt tasyaa😂😂
bikin cekikikan di malem minggu gegara first impression, sumpah kocak abis!!
Noted di wishlist nih eyeshadow focallure",omaigat tasyaa bikin cekikik malem minggu gegara first impression sumpah kocak abis noted wishlist eyeshadow focallure,netral,1
halo...kamu sudah pakai focallure?? kira2 beneran sebagus yg dibilang tasya ga si? sya masih galau nih,halo pakai focallure beneran bagus bilang tasya si sya galau,positif,2
kak buat video tes ketahanannya dong seharian gmana dengan touchup or tanpa touchup😘,kak video tes tahan hari gmana touchup or touchup,netral,1
😍 selalu sukaaa,suka,positif,2
colab dong sama suhay uuuuu,colab suhay u,netral,1
Uhh ngeracun mulu kk ihh wkkw,uhh ngeracun mulu kak ihh wkkw,positif,2
beli eyeshadownya sekarang. urgent. 😂😂😂😂,beli eyeshadownya urgent,positif,2
"Aku juga pake semua produk focallure, emang Bagus banget.. 
Harga nya murah juga.. 😍",pakai produk focallure bagus banget harga nya murah,positif,2
FOCALLURE INI HALAL GA?,focallure halal,netral,1
"Aku udah coba highlighter n blush on nya kak emg bner""bagus banget..
Temen""pada nanya harganya brp ps aku kasih tau pada gk percya
Hhh
Ketagiahan pngen beli yg lainnya lagi dr focallure",coba highlighter n blush on nya kak emg bner bagus banget temen nanya harga brp ps kasih percya h ketagiahan pngen beli focallure,positif,2
2021 mei here🙂,mei here,netral,1
"Kak kalo makeup lehernya jga dong , belang kak jadi jelek klo di camera",kak makeup leher jga belang kak jelek camera,negatif,0
Video ini sumpah buat aku galau dan aku beli semua produk satu muka dan harganya cuma 500rban 😱😱,video sumpah galau beli produk muka harga rban,positif,2
collab sama suhay salim dongg,collab suhay salim dongg,netral,1
(((INI URGENT))) iya urgent bgt! aku keracunannnnnn!,urgent iya urgent banget racun,positif,2
Keren kak,keren kak,positif,2
"Dari ketidaktahuan focallure dari mna, sekarang mau collab buat makeup bareng sama Fpcallure:''')",ketidaktahuan focallure mna collab makeup bareng fpcallure,netral,1
Siapa yg sama kek aq br nonton tahun 2021 hahaha,kek br nonton tertawa,netral,1
Terlalu tebal make up untuk anak kuliahan...,tebal make up anak kuliah,netral,1
Wqwq sama,wqwq,netral,1
"too bright, Tas",too bright tas,netral,1
Ngefans❤️❤️❤️,ngefans,netral,1
sumpah yaaa racun kali ini video 😪😄,sumpah ya racun kali video,positif,2
2021 here,here,netral,1
Bagi makeupnya dong kak,makeupnya kak,netral,1
Aku juga udah gangerti lagi sama kamu,gangerti,netral,1
"KA TASYA UDAH CANTIK MAU DIAPAIN JUGA CANTIK
#bagibagidongkaaaamukacantiknyaaa",kak tasya cantik diapain cantik,positif,2
"Tasya,  focallure udh ada yg palsu ga ya??  Aku mau beli di aliexpress dan 50%lebih murah.. So itu asli apa gmn ya?  Tp Richard godar jg bilang pas dia ke china beli focallure harganya emang murah murah di bawah 50rb an malah.  Mohon info ya sya... Tq",tasya focallure palsu ya beli aliexpress murah so asli gmn ya richard godar bilang pas china beli focallure harga murah murah rb an mohon info ya sya tq,positif,2
ada gitu zombie secantik kamu kak Tasya??😘😘😘😘😍😍😍,zombie cantik kak tasya,positif,2
kakk buat video full review tentang mascara focallure dong❤,kakk video full review mascara focallure,netral,1
The most epic intro,the most epic intro,netral,1
"Aku lihat desember 2019,dulu juga nonton gk bosan2 lucu Tasya ngomongnya,,hasilnya bagus cantik",lihat desember nonton bosan lucu tasya ngomongnya hasil bagus cantik,positif,2
kakkk plis bikin skincare routine dong! hehe,kak plis bikin skincare routine hehe,netral,1
collab ama kak suhay🙌🙌🙌,collab ama kak suhay,netral,1
Endors,endors,netral,1
review staying powernya dongg,review staying powernya dongg,netral,1
Kak .. belinya di mn nih yg ori? Aq beli bbrp blush beda2 smua warna pdhl seri no sama,kak beli mn ori beli blush beda smua warna pdhl seri no,positif,2
"aku baru kmrin mesen,  dan dikirim langsung dr luar negri. dr china langsung ya karna memang lbh murah tp biar gk rugi harus bli bnyk jd gk rugi amat gt..  seengganya beli 5 biji lah...",kmrin mesen kirim langsung negri china langsung ya lbh murah biar rugi bli rugi gt seengganya beli biji,positif,2
ku tak sanggup lagi 😱. Pengem beli dompet ga memungkinkan,ku sanggup pengem beli dompet,positif,2
foundationnya hasilnya matte gak sih? aku kulitnya berminyak nih cocok gak yaa pake itu? saran dong kak,foundationnya hasil matte sih kulit minyak cocok ya pakai saran kak,netral,1
RACUN PARAH SIH INI!!,racun parah sih,positif,2
harga segitu jg mahal kak. buat aku yg uangnya gak berlebih,harga segitu mahal kak uang lebih,negatif,0
"cahayanya kayanya keterangan deh ka,  jadinya kaya medok banget.",cahaya kaya terang deh kak kaya medok banget,netral,1
beli produknya dimana sis ?,beli produk mana sis,positif,2
"Pas makeupnya udah selesai , sekilas mirip dua lipa ❤️",pas makeupnya selesai kilas lipa,netral,1
"Kak, abis tutorial barangnya kasih ke aku aja😂 udah gak kk pake kan",kak abis tutorial barang kasih kak pakai,positif,2
2021 hehe,hehe,netral,1
"11:22 ""gimana nih"" HAHAHHAHA",gimana hahahhaha,netral,1
"21 Desember 2019 ada yang baru nonton? 

Keracunan shopee 🤣",desember nonton racun shopee,positif,2
Plis kenapa setiap barang yang di review ka tasya jadi pengen dibeli semua😂,plis barang review kak tasya beli,positif,2
Tengkyu kak duh otw beli pokoknya,tengkyu kak duh jalan beli pokok,positif,2
"bacot kak, gw kena racun hahaa",bacot kak kena racun hahaa,positif,2
2022 anyone? 🤣🙏🏻,anyone,netral,1
Desember 2019 gw,desember,netral,1
tasya farasya Tasya..muka aku pori2 nya besar banget jd bedak ga bs nyatu.. aku harus pakai produk apa???,tasya farasya tasya muka pori nya banget bedak bs nyatu pakai produk,netral,1
Cek olshop ig @belangibeauty.store aku beli disituu,cek online shop ig store beli disituu,positif,2
TERACUNIIIIIII!!!🔥🔥🔥🔥🔥,racun,positif,2
Itu TAHAN LAMA GAK YA KAK?????? TOLONG DI JAWAB SOAL NY MAU BELIIIIIII,tahan ya kak tolong ny beli,positif,2
Kak tasya coba donk make up ala korea korea gituu,kak tasya coba donk make up ala korea korea gituu,netral,1
busett kak racun bgt hahaha,busett kak racun banget tertawa,positif,2
apa cuma aku yang ngulang2 video ini 😂,ngulang video,netral,1
"KAKKK reviewe eyeshadow pallete nya make up revolution yg fortune favours the brave donggg! katanya itu eyeshadow pigmented paraaaahhhhh, drugstore tp kayak high end...",kak reviewe eyeshadow pallete nya make up revolution fortune favours the brave eyeshadow pigmented parah drugstore kayak high end,netral,1
kak kok keputihan ya foundie nya 😂,kak putih ya foundie nya,negatif,0
"2021 nih, ada yg baru nonton juga?",nonton,netral,1
"""aku gamau bilang ini semua recommended. Tapi ini semua recommended""
Tasya, 11:40",gamau bilang rekomendasi rekomendasi tasya,positif,2
Ka bikin one brand mekeup L. A grli,kak bikin one brand mekeup l a grli,netral,1
Jd pengen beli produknyaa kaka udh ngeracunin gtu pake produknya yaa ampuuun..,beli produknyaa kaka ngeracunin gtu pakai produk ya ampun,positif,2
mei???,mei,netral,1
Racun bgt kaaaa 😍,racun banget kak,positif,2
Kyuuu,kyu,netral,1
"selalu suka sma video kamu tasy 😍😍 ini emang produk cina tasy, n buat temen2 yg mau beli bisa di ars_fashion en aku udh nemu tokonya di shopee yuhuuu jadi bisa free ongkir 😅😅 berharap suatu hari aku di make up in ma seorang tasya frassya, haha aamiin😄😄",suka sma video tasy produk cina tasy n temen beli ars fashion en nemu toko shopee yuhu free ongkir harap make up in ma tasya frassya tertawa aamiin,positif,2
"""aku gamau bilang ini semua recommended tapi ini semua emang recommended""",gamau bilang rekomendasi rekomendasi,positif,2
"Mau di dandanin kaka dong☹️ btw ka, cari produck itu dimana yah?",dandanin kaka ngomong-ngomong kak cari produck mana yah,netral,1
Tapi dari china:(,china,netral,1
"di shopee jg murah2 bangeet kalo pada mau yg free ongkir <333
https://shopee.co.id/FOCALLURE-9-PCS-Makeup-Set-Powder-Bag-Eyeliner-Mascara-i.10406568.197237586",shopee murah bangeet free ongkir,positif,2
"Keracunan kak tasya,  langsung pesen yg dikirim langsung dari luar negeri,  lebih murah soalnya ada kit 9in 1 cuman 270n deh kalo ga salah itu udah lengkap satu muka.  Ga sabar nunggu paketnya walopun lama gapapa dehh yg penting focallure aku punya.  Ini link store nya buat temen2 yg mau cari  juga https://www.instagram.com/p/BTiWDfhD-kn/",racun kak tasya langsung sen kirim langsung negeri murah kit in cuman n deh salah lengkap muka sabar nunggu paket walopun gapapa dehh focallure link store nya temen cari,positif,2
